number_of_snps	CellType
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
4	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
3	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
5	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
3	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
3	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
3	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
3	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
3	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
3	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
2	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
1	CD8-positive_alpha-beta_T_cell-Corces2016
0	CD8-positive_alpha-beta_T_cell-Corces2016
